screen_name,text,char_length
RufusPeabody,"worst cfb single-game performances of 2 0 1 9 :
1 ) umass wk7  2 1 -6 9  v latech
2 ) umass wk4  2 8 -6 2  v ccar
3 ) nevada wk5  3 -5 4  v hawaii
4 ) uconn wk6  2 2 -4 9  v usf
5 ) umass wk3  1 7 -5 2  v charlotte
...
8 ) umass wk6  0 -4 4  v fiu",247
RufusPeabody,"(5 ) wisconsin knocks off ohio st while other favorites win (6 .6  % ):

ohio st 9 8  % 
oklahoma 5 7  % 
utah 3 0  % 
wisconsin 1 4  % 
georgia 1  % 

if georgia also knocks off lsu... (2 .3  % )
lsu 9 8  % 
georgia 9 6  % 
ohio st 9 3  % 
ou 9  % 
utah 3  % 
wisconsin 2  % ",276
RufusPeabody,i looked through the numbers first and stopped when i saw tyreek hill u5 .5  at +1 2 5 . it was at that point that i thought i would burn through 2 0  thousand . i later noticed that +1 2 5  was actually the over price and the ui had the over to the right of the under for that prop. was v sad 😢,295
RufusPeabody,"divisional races that are still competitive:
afc south: hou 8 1 .9  %  ten 1 6 .1  %  ind 2 .1  % 
nfc (l)east: dal 6 8 .4  %  phi 3 1 .6  % 
nfc north: gb 6 1 .6  %  min 3 6 .7  %  chi 1 .7  % 
nfc west: sea 6 0 .6  %  sf 3 9 .0  %  lar 0 .4  % ",246
RufusPeabody,baylor (1 6  %  to win out) and minnesota (6  % ) are unlikely to win out but are in the conversation (1 9  %  and 1 7  %  playoff probs) if they do. if bama loses to auburn uga loses to lsu  oregon wins pac-1 2  baylor and minnesota are virtual coin flips (4 9  %  and 5 2  % ) if they win out.,295
RufusPeabody,i've had 0 -1 2  streaks yet that does not lead me to the conclusion that i'm a losing bettor. but picking at 4 5  %  or worse over 1 0 0 0  games is 3 .5  times more unlikely than going 0 -1 2  for a 5 0  %  bettor. and anyone who's been betting professionally for awhile knows that 0 -1 2  can happen,302
RufusPeabody,a bettor expected to hit 4 9  %  has a 0 .6 2  %  chance of going 4 5  %  or worse over 1 0 0 0  picks. if a million recreational bettors with a true skill of 4 9  %  each pick 1 0 0 0  games we'd expect 6 1 9 4  will be 4 5  %  or worse due *entirely* to randomness.,267
RufusPeabody,"from memory my worst bad beats on outrights:
-stanley '1 2  farmers (3 -shot lead fairway on 1 8 )
-scott '1 2  british (4 -shot lead 1 5 th tee)
-dufner '1 1  pga (5 -shot lead 1 5 th tee)
-furyk '1 2  bridgestone (2 -shot lead fairway on 1 8 )
-levin '1 2  phoenix (6 -shots lead thru 5 4 )",292
RufusPeabody,"chances of super bowl winner coming out of each division (per  sims):

afc east 1 6 .6  % 
afc north: 3 4 .0  % 
afc south 3 .5  % 
afc west 5 .0  % 

nfc east 2 .6  % 
nfc north 4 .2  % 
nfc south 1 9 .1  % 
nfc west 1 5 .0  % 

so yes we are high on the ravens.",263
RufusPeabody,"(3 ) osu/lsu/clem win. osu/lsu/clem 1 0 0  % 

a) utah/baylor win (likelihood 8 .3  % ):

utah 5 7  % 
baylor 4 0  % 
georgia 3  % 

b) oregon/baylor win (3 .8  % )
baylor 8 8  % 
georgia 1 1  % 
alabama/ou/oregon 1  % 

c) ou/oregon win (1 4 .9  % )
ou 9 6  % 
uga 4  % 
oregon/alabama 1  % ",292
RufusPeabody,"best cfb single-game performances of 2 0 1 9  (based on eval at the time):
1 ) penn st wk5  def umd 5 9 -0
2 ) ohio st wk5  d. nebr 4 8 -7
3 ) utah wk7  d. oregst 5 2 -7
4 ) georgia wk3  d. arkst 5 5 -0
5 ) ohio st wk3  d. indiana 5 1 -1 0",239
RufusPeabody,"milo wants to bet 1 0  thousand  on a game at +7  -1 1 0  or better. retail shops won’t take his action. 

coco wants to bet 1 0  thousand  on the same game at -7  -1 1 0  or better. retail shops won’t take her action.

in no sane world should this be an issue.

(fictitious names courtesy top 1 0  dog names)",309
RufusPeabody,"us open post-r2  update: woodland 2 6  %  rose 1 9  %  rory 1 5  %  koepka 7  %  oosty 6  %  dj 4  %  kuchar 3  %  rahm 2 .4  %  scott 2 .3  %  wise 1 .8  %  schauffele 1 .7  % 

realize i’m significantly more bullish than market on woodland. pressure of trying to win first major worth probably worth something",311
RufusPeabody,how did i spend my wknds? the same way. sunday mornings i’d wake up at 6 am to put my list together and hustle from casino to casino. once the 1 0 am games kicked i’d go to my car and go over the primetime game prop sheets i had picked up. i loved it all every minute of it. (3 /3 ),282
RufusPeabody,"cfb playoff odds movers (via 
▫️clemson 📉from 6 9  %  - 5 0  % 
▫️penn st 📈 from 3  %  - 1 1  % 
▫️ohio st 📈 from 5 8  %  - 7 2  % 
▫️oklahoma 📈 from 6 0  %  - 6 6  % 
▫️wisconsin 📉 from 1 4  %  - 9  % 
▫️auburn 📈 from 9  %  - 1 3  % ",228
RufusPeabody,"golf trivia! since 2 0 0 0  on the major tours (pga euro wgc)...

(1 ) which two golfers are 0 -for-7  in closing when they have at least a share of the 5 4 -hole lead?

(2 ) there are 6  golfers under age 4 5  who've held the solo 5 4 -hole lead three times and failed to close. name them.",290
RufusPeabody,took  $ 3 0 0  initially on rsws but they said they'd bump me to 1  thousand . when i tried my limits were still only  $ 5 0 0 . they raised my limits to 1  thousand /bet but they had to manually raise them for each bet i wanted. they took to win 2 .5  thousand  on r2  3 -balls (golf)...,288
RufusPeabody,most years in mlb there are one or two teams that win 1 0 0  games. yet no teams are projected to win 1 0 0  games prior to the season starting. similarly there will be bettors that hit 6 0  %  and those that hit 4 0  % . doesn't mean they are fundamentally 6 0  %  or 4 0  %  bettors.,285
RufusPeabody,"afc playoff odds per  simulations:
ne 1 0 0  % 
bal 9 9  % 
kc 9 1  % 
hou 7 8  % 
buf 6 8  % 
ind 4 9  % 
oak 4 1  % 
pit 3 8  % 
cle 1 8  % 
ten 1 2  % 
jax 3 .8  % 
lac 1 .3  % 
den 0 .7  % 
nyj 0 .2  % ",206
RufusPeabody,"crazy day in the ivy league yesterday sets up a yale/harvard game with a conference title on the line. 

-yale (1  loss) wrecks 1 -loss princeton 5 1 -1 4  as a 9 .5 -point dog (+2 9 0 )

-first place unbeaten dartmouth falls to 2 -6  cornell at home as a 3 0 -point favorite (+4 0 0 0  ml)",290
RufusPeabody,milo can have a model that wins longterm that has +7  -1 1 0  as a 1 .5  %  edge. coco can have a model that wins longterm that has -7  -1 1 0  as a 1 .5  %  edge. they don’t both have an edge on the game (obvi) but thats not logically inconsistent with models that win lt generating both,288
RufusPeabody,bettors love to complain about bad beats but don't always acknowledge good fortune. i had langasque v. holmes (7 2 -hole mu). langasque finished +5 . jb was -7  at the time after a birdie at 7 . i graded the bet a loss. jb was still +2  thru 1 6  before doubles on 1 7   1 8  to finish +6 .,290
RufusPeabody,"not sure if there's any rhyme or reason to this but the hold  %  for  u.s. open tournament matchups fluctuates wildly from one offering to another:
koepka +1 1 7 /mcilroy -1 3 2  (2 .9  %  hold)
mcilroy -1 9 3 /tiger +1 3 5  (7 .7  %  hold)
mcilroy -2 3 3 /spieth +1 8 0  (5 .4  %  hold)",287
RufusPeabody,people do the whole 3 0 . this is way more fun than the whole 3 0 . (full disclosure: i only made it 8  days on the whole 3 0 .) tell me this isn’t a brilliant idea 💡. you can’t. hate those ppl in your fantasy league who are talking about their other teams? not an issue in fantasy food,286
RufusPeabody,"so let's recap:
1 ) you scam a customer
2 ) you are called out on twitter for said scamming
3 ) you blame your customer service team
4 ) you claim you've now refunded the customer
5 ) you call me out for not taking you at your word

you don't got to ""say it twice"". you got to do it.",283
RufusPeabody,if you're down 2 2  late and score a td kicking xp is a huge mistake. think about it this way -- if you fail on the first two-point attempt you can still make up for it by converting after the next 2  tds. but if you wait until after the 2 nd or 3 rd td you only get one chance.,278
RufusPeabody,congrats on the good week! the issue though is that most 1 0 -wk subs pulled the plug somewhere in the first 1 0 0 0  plays given the results and mediocre clv. so you have a situation where they’re rooting against you so they get 1 0  thousand  and are in less of a hole. timing not great for them,297
RufusPeabody,"allowing some political considerations to supersede our  playoff committee model (undefeated p5  tm not getting left out). our updated playoff probs:
clemson 7 0  %  ohio st 6 8  %  alabama 6 6  %  oklahoma 6 4  %  georgia 4 8  %  lsu 3 7  %  penn st 1 6  %  wisky 1 2  %  florida 7  %  aub 4  % ",296
RufusPeabody,"us open tournament matchup hold  %  at various legal books:
 2 .8  % -4 .5  % 
 3 .4  %  - 4 .5  % 
mgm: 3  %  - 4 .5  % 
 3 .7  %  - 4 .9  % 
resorts: 3 .5  %  - 4 .8  % 
 7 .1  %  - 8 .3  %  (only offer three-way prices 🙄)
 just...weird. tweet to follow...",258
RufusPeabody,the hard rock app gave me fits. it kept freezing up. but they took 2 .5  thousand  on rsws but i had to go into the casino.  shocked me with 5  thousand  on golf round matchups but i got the boot that day.  gave me  $ 6 0 0  on rsws which then got cut to  $ 4 0 0 .,265
RufusPeabody,my best experience was with...  they took  $ 2 5 0 0  on nfl rsws without approval (well  $ 2 6 7 1 .2 3 . goddamn europeans). i was able to get manually approved for 5  thousand  a pop. by far the most of any book. extensive offerings. app worked well. just wish i had deposited more  $ .,289
RufusPeabody,i was told when depositing  $  $  into  that i would not be able to withdraw the money unless i bet 5 0  %  of the deposit amount. and that isn’t to claim a bonus. it’s their policy. meaning if someone deposits  $ 5 0 0  and then decides they want the  $ 5 0 0  back no bueno. 🤨,278
RufusPeabody,max homa missed 1 5  of 1 6  cuts his first year as a pga tour member (2 0 1 6 -2 0 1 7  season). his best finish that season was 7 1 st. after getting his card back this past fall he missed 6  of his first 7  cuts. now he's a winner on the pga tour. congrats,259
RufusPeabody,i wrote down my number the book’s price and an abbrev for the book. then spent until midnight going from book to book and betting them for anywhere from  $ 5 0  to  $ 3 0 0 . mgm always had the best underdog moneylines. lucky’s (run by  back then) had the best 1 h/1 qs. (2 /3 ),278
RufusPeabody,my first football season in vegas (2 0 0 8 ) i hadn’t built a football model. i just bet derivatives correlated parlays  props. i had charts for 1 h 1 q and moneyline. there was a lot of hustle let me tell you. this was pre-smart phone. friday nights i made my list of bets (1 /3 ),281
RufusPeabody,"“i love this game more than any game in my life. i can’t lose this game. i swear to god. from the bottom of my ❤️. this is the kind of game where you can’t bet enough.” 

dude gets a weekly sports radio show to sell picks. didn’t realize the 1 -9 0 0  number business model was alive",282
RufusPeabody,utah (def orst 5 2 -7 ) tops the charts for week 7   game grades followed by wisconsin (d. michst 3 8 -0 ) alabama (tam 4 7 -2 8 ) oklahoma (tex 3 4 -1 7 ) and lsu (flo 4 2 -2 8 ). clemson navy minnesota michigan and indiana round out the top 1 0 .,248
RufusPeabody,the existence of a subset of bettors who perform at a level worse than 4 5  %  (on bets where no-vig implied probability is 5 0  % ) in no way implies that there are bettors that are so bad that fading them would be profitable. there will be bettors who hit 4 5  %  over a large sample...,288
RufusPeabody,interesting leaderboard: kang (mkt price ~1 0 0 /1  pre-event) w/ 4 -shot lead. still 3 6  holes to play but only 2  players who i priced better than 9 5 /1  within 8  strokes of the lead -- and 2  closest chasers (duncan/every) were  4 0 0 /1  pre-tourney. 7 0  %  chance either kang or koepka win,298
RufusPeabody,there are mlb teams that win 1 0 0  games most years. yet no team is projected to win 1 0 0  games before the season begins. when you have an event largely influenced by chance probability dictates you will variation around expectation. but are the 6 0  %  guys going to hit 6 0  %  next year?,293
RufusPeabody,michael i get your point here that a 3 -run lead is effectively larger if fewer runs are expected. but the game total was 1 1 . the expectation of runs in the 9 th inning is what matters and that's still going to be mostly a function of the pregame total. i was on tex too fwiw,277
RufusPeabody,"oh i do bet totals. and i don't know how you think there was ""no shot"" of it going to 8  when 8 .5  to 8  is a much smaller move than 8 .5  to 9  and lineups had not been announced. so if the total had dropped to 8  you'd have had under 8  as the play?",252
RufusPeabody,if my math is right after the 1 0  %  fee to the seller this means the seller is essentially hedging at a price of +1 3 8 .4 . yikes! only way this makes sense for the seller is if they are risk averse and don't have access to a book (or enough  $  $  to hedge).,262
RufusPeabody,"sources have indicated to me that  did give out picks to some ppl during the time their picks were ""verified"" by  just one problem: the picks don't match up... like at all. from 1 /3 0  to 2 /1 2  jambos claims 1 0 0 -6 5 -3  record. real record: 8 8 -9 2 -2 .",260
RufusPeabody,i have so many ideas  specific things i want to work on/improve but so little time for any of them (twitter ain't helping). there are way more demands on my time now than there were in my 2 0 s. i miss the days when i could spend a month working my ass off on one project.,272
RufusPeabody,"lsu and ohio state just need to avoid disaster. both can stomach a loss but can't finish 0 -2 .

a loss by clemson would be... interesting. their schedule has been ungodly easy. we give them a 4 0  %  chance if they lose to scar and 1 9  %  if they lose the acc title game.",273
RufusPeabody,so to recap espn has oklahoma at 3 1  %  to make the cfb playoff if they win out.  at 5 3 8  has them at 8 7  %  if they win out. and we at  have them at 5 8  %  if they win out. takeaway: modeling an opaque decision-making process is hard. what say you,253
RufusPeabody,"top cfb wk8  game grades (per 
1 ) oklahoma (def wvu 5 2 -1 4 )
2 ) auburn (def ark 5 1 -1 0 )
3 ) ohio st (def nw 5 2 -3 )
4 ) clemson (def l'ville 4 5 -1 0 )
5 ) lsu (def miss st 3 6 -1 3 )",191
RufusPeabody,if anyone cares here’s where i’ve got the leaders: fleetwood 1 6 .5  %  lowry 1 2 .7  %  rose 1 2 .3  %  koepka 8 .3  %  westwood 7 .2  %  rahm 5 .4  %  holmes 4 .3  % . 7 1  %  chance that the eventual winner is within 3  of the lead right now.,245
RufusPeabody,this is nonsensical. big odds != big value. in fact books juice the hell out of big odds. throwing money on romo at 1 0 0 0 0 /1  is a donation to a sportsbook. tony romo is *literally* more likely to get struck by lightning this year than to even finish top 5  at byron nelson.,278
RufusPeabody,i ran 3 2 0 0 0 0  byron nelson sims. not only did romo not win in a single one of them he also never cracked the top 1 5 . i give him a 1 .7  %  chance of making the cut and that's after cranking up his projected variance to levels i've never used.,249
RufusPeabody,you and a group of friends draft foods. pick a time period. i say 1  month. you can only eat foods you draft for that time. i think it’s a brilliant idea. there’s no mock drafts to look at. no one knows that the adp of bacon should be. but i guarantee you learn from the draft.,277
RufusPeabody,you can keep it as 3  but you just need a much bigger sample. include extra innings. and as far as bad beats go i was on rangers too but didn't find it to be a particularly egregious beat. every year i seem to lose one 6 -run 9 th inning lead. now that's a bad beat.,266
RufusPeabody,if we assume probability of converting 2 -pt try is 4 8  %  ordinarily you're better off waiting until after the third td if and only if your probability of converting on that last try is 6 4  % . don't think waiting magically increases 2 -pt chance from 4 8  %  to 6 4  % .,274
RufusPeabody,i'm going to go on the record and say i don't think  5 9 .3 6  %  record from 1 2 /8 -2 /1 3  is legit. i think multiple models were tested and they sent the best-performing one to cohnreznick after the fact. i could be wrong but would need evidence to change my mind.,268
RufusPeabody,. regarding your claim that 5 9 .3 6  %  is fact can you back that up? can you verify that you sent model numbers to  each day from 1 2 /8 /2 0 1 8  to 2 /1 2 /2 0 1 9 ? the report does not say this. can you please provide evidence.,232
RufusPeabody,i agree with this. how someone deals with adversity is critical. my first full year betting baseball my partners and i made  $ 9 0 0 0 0 0  before the all-star break and then gave  $ 7 0 0 0 0 0  back. motivated me to work harder. i did not want that feeling again.,265
RufusPeabody,the idea that there are people so bad at betting that fading them — betting the opposite of what they’re on — provides value is preposterous. yes the avg bettor is worse than a coin flipper (i’d guess like 4 9 .7  % ) bc of biases that they fall victim to but not by much.,272
RufusPeabody,just because you can beat a market doesn't mean your price is more accurate than the market's. it just means it adds *something* to the market price. if the true price for something is -1 5 0  the market has -1 4 5  and your model has -1 8 0  the market is the better price,273
RufusPeabody,consensus among panelists is us sports betting will have a handle of  $ 1 5 0 - $ 2 5 0  billion in the next 1 0  years. though yass is hopeful if trading costs go down (we’d need an exchange model here) we could see a trillion dollars. i for one am rooting for that.,267
RufusPeabody,question: you mentioned some people not betting the recommended amt. are you including bettors who weren't able to bet the  $ 3 0 0  per pick because limits for first half cbb totals are  $ 2 5 0  at betcris the book whose prices you use. that is the market you all actually did well in.,287
RufusPeabody,ten years ago i met a pro bettor outside a sportsbook and struck up a conversation. two months later he and his partners were betting my baseball. a month after that i quit my job at lvsc and went to work full-time for a syndicate. it was the best decision i made in my life.,275
RufusPeabody,this tout releases a number of picks. on some the line moves in their favor (i.e. from +7  to +6 .5 ). this could be bc they have many subs betting a good reputation or sharps are considering their opinion but the point is there is not market resistance to these picks. (2 /6 ),277
RufusPeabody,this is why the tout industry has the reputation it does. picks are down 7 + units since you started selling but let's focus on the  %  of packages that are profitable. this is just like vegas dave saying he's 5 0 -2  but not mentioning that a loss is 3 0  units. be better,273
RufusPeabody,"scenario 4 : georgia loses one more game in the regular season and does not make the sec championship game. honestly i don't even know where the 0 .3  %  comes from here. there would need to be more carnage than i can fathom.

scenario likelihood: 2 0 .9  % 
playoff prob: 0 .3  % ",281
RufusPeabody,"scenario 3 : georgia loses one more game in the regular season but wins the sec championship game. this one is a virtual coin flip. we would still give an edge to an sec west champ that runs the table before losing to uga.

scenario likelihood: 5 .1  % 
playoff prob: 4 5 .9  % ",278
RufusPeabody,here's our cfb playoff probabilities. florida auburn and lsu's remaining sos rank 1 5 7 . clemson on the other hand has the 6 8 th-toughest remaining schedule and is 8 6  %  to win acc title. given easy schedule and how top-heavy the field is clemson likely needs to win out to get in,284
RufusPeabody,"1 . i thought he did have a public history (albeit not that long) of winning. because of that history people shared accounts with him correct? hell because of that history a big group wanted to bet his stuff for big money.
2 . i don't know. i don't have details on how he did.",276
RufusPeabody,ok so 8 0  plays and 5 6  %  is ~ 6 .1  units per season of profit. off topic but what do you expect moving forward? market much more efficient now. publicly released  picks have averaged 5 4 .5  %  over 8  seasons w/ 8 5  picks/year but lost 2  of last 3  years.,263
RufusPeabody,"answer: louis oosthuizen (guessed by  oosthuizen won the british open but has not won a wgc or pga tour event. he has 1 5  top 5 s.
also-rans: tringale (1 2 ) davis cauley barnes (1 1 )
wi (1 4 ) overton marino delaet (1 2 ) worth noting but not current tour members",266
RufusPeabody,haha and now they moved mcilroy/koepka to -1 5 0 /+1 1 5 . it was -1 3 2 /+1 1 7  for the last 1 2  hours so guess that was a mistake. they also had dj -1 8 6 /tiger +1 4 0  which is less juice on both sides than the mcilroy/tiger.,231
RufusPeabody,there’s also a team building aspect to it. you don’t want all carbs or veggies. if you draft peanut butter but don’t get jelly that’s an awful pick. team chemistry matters. it won’t be the easiest month to eat out but people voluntarily do things like the 6 /1 2 /1 8 /2 4  challenge.,284
RufusPeabody,so you give out a pick against a number (9 ) that might exist in the future and if it does then you're picking against that number? but if the line were to drop to 8  you'd get to keep the pick against 8 .5 ? and you don't see the issue with this? 🧐,249
RufusPeabody,our most valuable resource is time and we don't get a lot of it. i'm about to enjoy a week in wine country with my wonderful fiancee and i have a number of awesome trips on the horizon. in a week i may feel an overwhelming urge to work on baseball. or not. we'll see!😀,268
RufusPeabody,my experience with the  app was another story. i deposited 2 0  thousand  hoping i'd be able to bet most of it. i quickly found the limits made that impossible and only bet through 7  thousand . learned the hard way that unlike in vegas i can't just get the remaining 1 3  thousand  back.,288
RufusPeabody,stepping back for a second what's the real issue with jambos? it's a bad look for the sb industry that a company can raise  $ 2 3  mill have no real product and a ceo who spits out trumpian nonsense. will end up hurting companies with real innovative ideas when they try to raise  $ ,283
RufusPeabody,"lsu's game grade yesterday (+6 0 !) was the best this season (per  and it's not particularly close.

clemson registered a +3 3  second-best of bowl season with ohio state's gg of +2 5 .1  coming in behind unc (+3 0 .5 ) iowa (+2 9 ) and notre dame (+2 8 .5 ).",259
RufusPeabody,with alabama we really don't know how the committee will treat tua's injury. a convincing win over auburn would go a long way but that would be auburn's 4 th loss which could diminish the value of the win to the committee. a win by alabama would give them a 4 6  %  chance.,273
RufusPeabody,"oddly enough we think georgia has an outside shot to make the playoff even if they lose the sec title gm. 

if alabama loses to auburn oklahoma loses to okla st (but beats baylor in b1 2  champ) and oregon wins pac-1 2  georgia has to be the favorite to hold the  spot right?",275
RufusPeabody,question for  if i get credit accounts with a credit line of 1 0 0 0 0 0  (i don't have to put in anything up front) and i lose one week and have to pay 1 0 0 0 0  but the next week win 2 0 0 0 0  what's my roi?,211
RufusPeabody,"cfb week 9 : 
mean absolute error 1 3 .6 4
mean squared error 2 6 1 .7 2  

ytd:
mean absolute error 1 2 .0 7
mean squared error 2 3 6 .6 4

what'd i tell you  - was only a matter of time till we got north of 1 2 .",214
RufusPeabody,epa is great but it’s very explanatory. a 1 -yard td run on 4 th and goal at the opponents 1 -yard line gets a ton of value in epa. it is very valuable for that team in that game but it’s predictive value will be overstated by epa. it’s still just one play.,257
RufusPeabody,"scenario 2 : georgia wins rest of regular season and loses sec title game. surprisingly uga still has an outside chance here if there is carnage elsewhere they lose a nail-biter to bama and are dominant the rest of the reg season.

scenario likelihood: 1 9 .1  % 
playoff prob: 1 7 .6  % ",288
RufusPeabody,"scenario 1 : georgia wins out  wins sec title. in this scenario they're virtually assured a spot. only way they miss is if accb1 0 b1 2  all have 0 -loss champs  juggernaut undefeated bama outplays uga in sec title but loses (maybe) 

scenario likelihood: 9 .6  % 
playoff prob: 9 3 .3  % ",289
RufusPeabody,i’ve had enough of  don’t know why i’ve stayed with them as long as i have. they don’t have a branch within 1 0 0  miles of me in boston and won’t let me wire more than  $ 5 0 0 0  without going to a branch. thank you  for being so much better!,244
RufusPeabody,the best prediction is some combination of the market and your prediction if you’re “beating the market”. it could be 8 0  %  weight on market price and 2 0  %  on your model price. you’re beating the market but your price isn’t better than the market price; it just adds something to it,287
RufusPeabody,my point was that right now in the us there is balance-able action not being taken. what's the right way to take it? an exchange? maybe. it's a small slice of the pie but it is still a slice and if every operator is going for the same big slice there's an opportunity there,273
RufusPeabody,even if those were placed at 9 :4 5 am that means they'd be jumping from  $ 2 0 0  to  $ 1 0 0 0 0  limits. which makes me think the 1 0  thousand  thing is a promo they used for good pr and not something they are planning on sticking with.,240
