screen_name,text,char_length
mschwimer,no. think about it in finance. if you give a manager 1  thousand  to invest. they give you back 1 .1  thousand  at the end of the year. but they made  $ 1 m worth of trades. you are saying your roi is 1 0 0 /1 0 0 0 0 0 0 ? literally no one in the finance world would agree with that. im sorry,293
mschwimer,jambos had its craziest week to date. heading into the weekend we were -1 7 .3 2  units  for the week.  then we rattled off a +2 4 .0 4  units  sat/sun/mon due to a 9 -1  (+8 .4 5  units ) ncaa football saturday and 1 0 -5  (+6 .1 3  units ) nfl sunday.  below full recap from when we started selling picks.,307
mschwimer,literally not a single one of my subs has ever said if they bet  $ 3 0 0  on a total for the game the 1 h instantly moves. first i am hearing if it. we have had almost 1 0 0 0  subs over the last 6  months including many pros. they never said this to me so its hard for me to believe,283
mschwimer,this is a great point. we have a units calculator on our site. so you type in the amount you bet on a game and see if its right for you. you can bet whatever you want on a given game. you are 1 0 0  %  right if we are down 5  units and you bet 5  thousand  per game you will lose  $ ,283
mschwimer,i think it has to be exactly 3  runs. however to rufus point it would be 3 -0  games where the pregame total was 1 1 . but that would be way too small a sample. in fact i think id bet that blowing a 3 -0  lead in the 9 th w pregame total of 1 1  has not happened in 1 0  years.,277
mschwimer,"i have a great way to solve it!
1 . go to automated k zone
2 . break k zone into 9  sections on the big screen. 
3 . if any pitch hits the middle section for a called k it counts as 2  strikes. 

this will lead to a huge drop off in guess hitting. balls will be in play much more.  1 /2",286
mschwimer,"we have 2  recs left in our 1  week package. in 5 7  recs we are +8 .5 6  units against market consensus lines. if subs used our system right ( $ 3 0 0 ) per game. they would profit  $ 2 3 1 8  after paying our fees in 1  week. 

these are plain facts. no selling. admit- 1  week sample size.",292
mschwimer,"1 .  we 1 0 0  %  beat bookmaker lines.  both when we release and close.  we will highlight on our website so easier to see.
2 .  we did much better in ncaab in big games.  still won but did worse in extra games. 
3 .  we have 3  nfl bets and went 2 -1 !
i do nothing but tell the truth",286
mschwimer,using an extreme example to show how bad that chart is. if i charged  $ 1  for a pick. if it lost id give back  $ 1 0 0 . that is 1 0 0  %  positive ev for the sub. anyone with a brain would agree. my question is where is the line between positive and negative ev on  $  back plus guarantee?,291
mschwimer,this is such a classic response. bottom line. if you really believe we cant beat the market then buy 1 0 0  of our 1 7  week packages. it will cost you 3 0 0  thousand . if you are right you get  $ 1 0 0 0 0 0 0 . we put our money where our mouth is. question is will you?,272
mschwimer,to drastically over simplify. mlb owners are faced w the decision. do i make  $ 2 0 0 m in profit and have x %  chance to win ws or do i make a  $ 1 5 0 m profit and have 2  times  %  chance to win the ws. recently most owners have been choosing option 1 . fans should hold owners accountable.,293
mschwimer,lets do it!  what term have i disagreed with? im in for whatever terms you want so long as it fits our system. go to our site and click the long write up. also if you want to get more money im happy to put more in escrow. 2 0 0  subs and ill put  $ 2 m in 1 0 0  % ,265
mschwimer,"with all due respect. they made a comment that its unlikely for us to win over 1 0 0 0  plays. i told they actually believe it then they should put up 3 0 0  thousand  and i will give them  $ 1 m if they are right. then they got scared and decided not to do it. 

actions speak louder than words.",296
mschwimer,if you think our system doesnt work then you are the  person that should sign up for our 1 7  week package. dont play any of our recs. if you are correct and we cant beat the market you make 1 0  thousand . if your wrong you only lose 3  thousand . we put our money where our mouth is. will you?,295
mschwimer,i havent. just started doing it this year. my career started on december 8 th 2 0 1 8 . from then until now  has made 1 6 1 1  recommendations and is up 1 9 0 .4 8  units. so if you bet  $ 1 0 0  on all our games you would be up almost 2 0  thousand  in 5  months.,264
mschwimer,2 nd consecutive bad week for jambos. -7 .1 8  units.  happy to see our nfl go 1 3 -6  for the week.  upset to see us not pick correctly on a single side in the alcs.  ncaaf also not good last week.  today is the last day to sign up for this weeks package and be eligible for the  $  back!,289
mschwimer,"great week 1  in the books! even after paying our  $ 2 5 0  1  week fee subs would have been + $ 2 2 9 7  (using jambos system)

sign up for week 2  today to get the money back guarantee plus! signing up after 6 pm subs not eligible for money back plus! will have to wait until next week.",288
mschwimer,if you dont think we will win give me one logical reason you wouldnt sign up for the 4  week package. zero ncaa basketball.  $ 9 0 0  for  2 0 0 + recs. if we lose you get  $ 2 0 0 0  back (including fee). why on earth wouldnt you do this unless you dont believe a thing you say?,279
mschwimer,gotcha!  if our model says a football team should be -2 .5  (+1 0 0 ) and the market line is a pickem (+1 0 0 ) we believe the actual edge percentage is 6 .2  % .  if the game closes at -1 .5  then our edge over the closing line becomes 2 .8  % . that what you are asking?,272
mschwimer,so please correct me.  i did this in person in vegas.  when i was shut down everywhere i was still able to get  $ 3 0 0  down.  some places  $ 5 0 0  but lowest i saw was  $ 3 0 0 .  this was in december of 1 8  so things might have changed.  would love to be enlightened.,272
mschwimer,"while that scenario is highly unlikely it is possible. here is who the system is for. 

1 . people that think we are full of it and believe our system wont work. 
2 . people that can afford to bet  $ 3 0 0  per play over 1 0 0 0 + plays. 

system not for believers who bet small amounts",286
mschwimer,"it is indeed. i have always been one to have big dreams. so far every dream i have had 9 9 .9  %  of people have doubted. but they have all come true. 1 . being major leaguer. done 
2 . being ceo of a  $ 1 0 0 m company. done. 
3 . being the world wide market maker (tbd)",271
mschwimer,"much stronger statistical signs if a bet is good or not occur during game play. 

if we model 6 7  possessions in a basketball game and the market prices in 7 5 . so we take the under. then the team has 6 7  possessions. that is a great sign. if they make all 3 s and we lose. so what.",285
mschwimer,"so then either 1  of 2  things is true. 

1 . judging plays by clv is the wrong way to judge an edge. 

or

2 . we have been more than 1  in a million lucky. do math on +1 7 1  units in 2 7 6 8  recs assuming no edge. my guess is more than 1  in 1 m",249
mschwimer,"yes. that is precisely what i am saying. of the picks we take we destroy the closing line. 

to be clear. i am not saying we beat the closing line on every single play. only the plays we recommend. 

to be exact. over 2 7 6 8  plays we are +1 4 0 .0 7  units vs. the betcris closing line",287
mschwimer,"1 . agree. those picks were poop.
2 . disagree w model being broken.
we put all our plays on . free for everyone.  started 6  weeks ago. if you put  $ 1 0 0 0  on every recommended play you would be up  $ 3 4 8 6 0 . tmk the best in the world during that time frame.",266
mschwimer,i 1 0 0  %  admit that you know way more about the gambling space than me. probably more than i will ever know. all we really know how to do is predict outcomes of games. and we believe we do it better than anyone else. if you dont believe than put your  $  where your mouth is. we do!,285
mschwimer,watch my interviews. i was sure the betting community would go bananas. that is why i created the system! if you think its bs then put your money where your mouth is!!! if your right you get 1 0  thousand . if not you lose 3  thousand . why wouldnt you do this? other than not believing what you say,299
mschwimer,that has not been the case so far. our rec is  $ 3 0 0  per game. so if u follow the system no need for multiple books. obviously people bet whatever they want. we have a units calculator on our website so you can type in your unit size and see what package if any is right for you.,282
mschwimer,great question. we are using market consensus lines and we have a full write up on what to do if that happens in our faqs. we also have our record vs. closing lines and its very similar to our market line record. something like +1 7 7  units vs. +1 4 5  units over almost 3 0 0 0  picks.,287
mschwimer,also we are not including a 3 -0  lead. which is statistically a lot different than 9 -6  heading into the 9 th. a 3 -0  lead is less likely to turn into a loss. in the last 1 0  years i doubt it has happened more than a dozen times. would love for someone to dig up the actual,277
mschwimer,market line is defined as betcris/bookmaker line at time of release.  first half under for san diego st. was 6 6  but best available in us was 6 5 .5 .  this is a very rare occurrence but it does happen.  happens other way as well where cris would be 6 5  and ba in us is 6 5 .5,278
mschwimer,"if a bettor bets at mgm and wants to know his clv for that specific bet. should he

a) find the closing line at mgm and compare that to his bet?

b) find the pinny line at time he made the bet and compare it to pinny close?

c) use the mgm line and compare that to pinny close?",277
mschwimer,"1 . check public sec filing. we raised  $ 2 3 m as a back stop. 
2 . agreed over time this will happen. when it does we will shut it down
3 . please change to never buy picks unless you get positive ev. up until now its been impossible to get that. we are changing the game.",274
mschwimer,so do we have a deal. you spend 3 0 0  thousand  on 1 0 0  packages. we put  $ 1 m in an escrow of your choice. after 1 7  weeks if we are down units vs. betcris line you get the  $ 1 m. if not we get the  $ 1 m.  do we have a deal?,232
mschwimer,"think about it logically.  if you sit down with  $ 1  thousand  at a black jack table for a day.  you end with  $ 1 1 0 0  without rebuying but wagered  $ 1 m your then are you saying ""amount invested"" would equal  $ 1 m even though you never risked more than  $ 1  thousand ?",276
mschwimer,"right. if we ended w the units we were down. roughly 6  units down. our 1 7  week subscribers would be +5 2 0 0 . 
paid 3  thousand  for package
lost  $ 1 8 0 0  in bets
received  $ 1 0 0 0 0  in jambos rebate 

total for sub + $ 5 2 0 0",237
mschwimer,no. we can 1 0 0  %  profit from gambling on our own. this is purely a business decision. taking less short term money early to make big long term returns later. in a vacuum sub service or betting. betting 1 0 0  %  more profitable. but sub service is step 1  on a very long term play.,285
mschwimer,we are just starting out. im sure this will not be the last issue we have. how do you feel that on day 1  we are more credible than you after being in the industry for 1 0  years? we put our money behind our picks. you dont. so we trust our picks more than you trust yours.,273
mschwimer,we have built a system where it is literally impossible to call bs. plain and simple. if you dont think we can beat the market you should sign up and not play a single game we rec. if you do believe in us and can afford do use our system correctly then sign up and play our recs.,279
mschwimer,i take 1 0 0  %  responsibility. instead of getting a peak mlb model i thought it was best to focus on ncaa hoops. at the time it was great. picked 6 4  %  ats for the tournament. and now everyone but 2  people are focused on football to make sure we are ready by beginning of season.,284
mschwimer,1 0 0  %  agree with this. which is why we made our service free for everyone starting on 2 /1 2 . everyone can verify who signed up!  notice you have never seen anyone in twitter say we added picks late or fudged a record. and trust me  would have called us out if we did.,273
mschwimer,here it is.  i do not think books will react in a short amount of time to this.  however if you believe they will then do not buy the 1 7  week package.  instead buy the 1  week package and keep doing it a week at a time.  when the market adjusts simply stop buying the packages,278
mschwimer,you claim you have 5 0 0  thousand  of people wanting to short us.  was that a lie?  if it was the truth why don't you do this? requires zero trust on your end as we will put the money in up front in an escrow account of your choosing.  why would you need to trust us?,268
mschwimer,i am assuming this is a joke? putting up 2 6 0 0  plays after they start??? all our plays have been free for everyone. we have had hundreds of subscribers. we have never once put a play out after it was posted. but if you actually believe this then put your money where your mouth is!,284
mschwimer,our system is based on subscribers betting  $ 3 0 0  per play. they can do whatever we want. but our system is based on that number.  $ 3 0 0  is easy to get down on the plays we post. feel free to check all our plays on our site. everything is available to the public.,269
mschwimer,again. depends on how you define edge  % . out edge %  numbers fully include juice. so when we say we have a 4  %  edge. we mean a 4  %  edge over the line we would bet including juice. and you dont need to trust me. look at over 2 5 0 0  of our picks!,252
mschwimer,very easy answer. they say no tout has a system that works. if they did then they would bet themselves.  simple answer. if you actually believe that you should be the  person to sign up. cost 3  thousand  if wrong but +1 0  thousand  if you r right. put your  $  where your mouth is. we do,289
mschwimer,ty rufus. situation - cardinals vs. mets last night. i had over 7  and cards ml. score is 4 -2  going into the 9 th. cards score 2  in 9 th to tie it at 4 -4 . game gets suspended and will pick up today. fanduel says both plays still are still pending. what say you?,266
mschwimer,"3  early season mlb thoughts. imo
1 . the padres should put a rush on mckenzie gore. kid is legit and padres need arms. should move guys up instead of trading. 
2 . dan vogelbach is who i thought he was. should play every day. 
3 . victor robles should be batting 1 /2  in nats order.",284
mschwimer,now that is the definition of picking and choosing. you left out our week 1  of selling picks when we were +8 .4 9  units. after 3  full weeks of selling picks we are down -0 .4 3  units. and that includes the worst week in jambos history. those are the facts. no picking and choosing.,285
mschwimer,last twitter message rufus sent was that he would love to debate but tough to fit it in the bet the process pod.  i assume that means he wouldn't mind spending 1 5 -3 0  minutes on mine as he could debate and not worry about bet the process schedule. i will work around his schedule,282
mschwimer,has been a friend way before congo haha. way before we started any of this. i never said he endorses us. i said he has seen all our plays come out live from 2 /1 2  on and he knows a lot of my investors and can vouch for the sincerity of the guarantee. thats all,262
mschwimer,i raised  $ 1 8 2 m in 5  weeks. had to return  $ 5 2 m of it because i was only looking for  $ 1 3 0 m. these are stone cold facts that can be verified in sec records. i really hope pinny or cris says yes so i can prove you wrong!,231
mschwimer,we agree. twitter words are meaningless. all about the words on our website and the ts and cs. with current ts and cs you cant find a single thing that we could use to get out of our guarantee. and that is a fact. if you can please let me know and we will fix it!,263
mschwimer,i fully agreed to have a neutral 3 rd party hold the money? why do you insist on lying to everyone? you asked if a person could hold the money.  i said no has to be an institution.  what if the person were to get hit by a bus? my board would never agree to that.,262
mschwimer,"now can you please answer my question? i have answered every single one of yours. yet you avoid mine. 

if you believe a single word you say why wouldnt you buy 1 0 0 + packages. we are giving you 2 .3 -1  odds! we have not said no to a single one of your terms.",262
mschwimer,but buy 1 0 0  packages at least if you think what we have is bs. you get 1 0 0 0 0 0 0  if you are right and only lose 3 0 0 0 0 0  if you are wrong. if you truly believe we cant do it you would make that purchase. right?,222
mschwimer,"for those of you who have wondered what the end game is please read the article on bloomberg business. 

we provide full transparency and financial accountability for our picks. 1 7  week plan costs  $ 3  per pick. if we cant beat vegas we pay each subscriber 1 0  thousand . this is not a drill",295
mschwimer,no.  it totally depends on the situation of the game. basically my model said it was almost twice as likely for mets to win f5  and pirates to win game vs. pirates to win f5  and mets to win game. which is worth paying the juice on a push which is by far most likely scenario.,276
mschwimer,"2  things. 
1 . bla is not the benefactor of this bill. it hurts us as a company if this passes. it is 1 0 0  %  about protecting minor league players. 
2 . mlbpa has been aware of bad actors in this space for more than a year and they have done nothing about it.",263
mschwimer,"a few things here. 

1 .  on tuesday i did hit everything spot on except my best bet.  ugh

2 .  you should be very happy i was not on yesterday as i was ice cold and would have given you all losers. 

3 .  i will be on tomorrow and hopefully giving out pure heat!",264
mschwimer,my best guess on how  does by sport. our best sport will be nfl. 2 nd best is ncaa football. 3 rd best is ncaa basketball. 4 th best will be nba. 5 th best will be mlb. i also think there will not be a season in any sport where we dont beat the market.,252
mschwimer,first round must plays according to the math are baylor (6 8  %  on cuse) uc irvin (8 1  %  on k st) utah st (5 0  %  of money on both) wisconsin and nevada (5 2  %  on florida).  unless you like the opposites to win 2  games you should take these first round games,265
mschwimer,i have invited you to come on jambos podcast so you don't need to subject your 7  listeners. you say we are bs but you are too scared to have a conversation about it? if you want we can just have a phone call and not do a podcast so no one else can hear?,254
mschwimer,your direct quote to me in april was that you or train scrapped all of our stuff and determined we were posting lines that were on average .2 6 c off from the  average market line. this was before we started to use cris exclusively. if like a hawk was too far then i apologize.,277
mschwimer,cool. we think opposite things. i will give you +2 3 0  odds that i am right on as much money as you want. i will put the money up front in an escrow of your choosing so zero chance of payout risk on your end. name 1  single reason why you wouldnt accept this?,260
mschwimer,i see what you are saying. yes. i am 1 0 0  %  a lifetime loser betting on sports. i personally dont think anyone can win on eye test. this is why i hired a team of 2 5  people incliding phd statisticians and machine learning experts. those guys are the heart of the company.,275
mschwimer,again. we have money in a bank account that has nothing to do w expenses. that money is only there to pay back people if we end up losing. which is why we can only take x number of subs. then we will have to stop because we dont have enough in case we lose.,257
mschwimer,i am not. there are federal laws here. you are suggesting that im going to break federal law. we will not do that. that is the guarantee. if we dont pay you then we are breaking the law. just like if mgm doesnt pay you they are breaking the law. nothing to do w trust.,268
mschwimer,"we told  that we will pay up front. they still wont do it! your exact suggestion! because they know how legit we are and they dont want to make a bad bet. 

we were mgm in the example. while we are only worth  $ 1 0 0 m+ and not many billions. same principle applies.",267
mschwimer,we also line shop because that is what our subscribers want. we started by using only 1  book but the overwhelming feedback was our subscribers wanted to know where the best line was so that is what we do now.  hope to have 2  record tabs. one for best line and one using 1  book.,280
mschwimer,question. i just saw the plays you put out today and you have seattle -1 0 8 . i see them at much higher prices everywhere. what book do you use for your lines? also do you email subscribers when the picks are available? i never got an email but i just registered this morning.,277
mschwimer,this is a correct statement as well. but i could say the same thing about subs that bet 1 0 0  per game and how much more profitable. we have been consistent and only judge our record on our recommended  $ 3 0 0  per unit. key is consistency and not picking and choosing.,271
mschwimer,"also i didnt include today because today is not final yet. 

week 1  subs won over 2  thousand 
4  week subs are + $ 
1 7  week subs are + $  after they get 1 0  thousand  from us because we are - units

only sub that is negative are week 2  solo packages.",256
mschwimer,in addition i will have my dms up during the call.  so if any questions come up as a result of my answers i will be able to answer those as well!  sorry for late notice but wanted to get this out before week 1 .  thanks again to all the new registered users!,258
mschwimer,"this might be one of the funniest tweets i have seen!  very well done.  

but for real our actual bank letter was posted to our site this morning before i sent out the tweet.  (see 1 st faq)

p.s. how long did this take you? regardless it was 1 0 0  %  worth it.",262
mschwimer,"please  just tell the people the truth.  you did your research and you realized +2 3 0  odds is not a good bet on your side because you know we have a way better chance to beat the market than that.

literally no other reason could exist.  if one does please let us know.",271
mschwimer,so you are going to talk about the system i created and you think the best way to do that is not have me on to explain it? what if you are missing something that i could clarify? seems like the best way to get the truth would be straight from the source no?,257
mschwimer,"id argue you guys are better than any lawyer i could hire! you guys are the only people i have been able to find that hates the touting industry as much as i do!

new ts and cs are up!  we made a lot of changes that cizzle suggested. thanks again for the help!",260
mschwimer,thank you! for the record. im glad this uproar is occurring. people should be skeptical. this space is filled with thieves and liars. but not one of them filed a form d w the sec and has proof of funds. we have done everything humanly possible to show we are legit because we are,279
mschwimer,i have not questioned any of that.  all i am saying is they make comments that they believe jambos is full of it. yet when it came time to put their money where their mouth is they got scared and ran away. doesnt take anything away from what you said. both can be true.,269
mschwimer,only 1  way to possibly be exposed. that is to have people buy packages and take our money. only one way for you to be exposed. to talk a lot then not back it up by not buying a package. which is precisely what you are doing. as always. actions speak louder than words,268
mschwimer,you are very welcome. we have been going at this for a while. more than 2 7 0 0  picks. all free for everyone. line movement didnt matter too much. but you can see all that for yourself as we post everything with closing lines as well. +1 4 0  units against closing line.,271
mschwimer,thats the best part about full transparency. no angle to find. if you believe in us. sign up and play our recs. if not sign up and dont play them. only people that should not sign up are people that believe in us but can only play  $ 2 0  per game or so.,254
mschwimer,this is a great point. we only have enough currently for a # of subs. however we will be able to raise more if we need to. i really hope we need to! we have raised a total of  $ 1 7 9 m for our different ventures. raising more wont be a problem.,245
mschwimer,best part is it didnt change our ncaa basketball record at all! still better than 5 8  %  ats when using bet cris lines at time of our release. we actually are better in terms of units. due to better juice on those cites. record worse in mlb though. full details to follow asap,277
mschwimer,seattle is now -1 2 4  on the site. so when you grade are you grading on the closing line then? and if so what book do you use to determine the closing line? if seattle gets to -1 5 0  will you remove it from the site as its no longer an edge?,243
mschwimer,has released 1 6  full game overs. the average line for those plays have been 7 .3 4 . average actual runs scored in those games is 9 .1 5 . yet we are down 1 .6  units. hard to be that unlucky. we either win big or lose tight in this small sample.,248
mschwimer,im going to go on a twitter rant. 1  thing that frustrates me is when baseball fans say things like im glad we didnt sign player x that contract is too expensive. baseball doesnt have a cap! in football or basketball that makes a lot of sense because  $  can go elsewhere 1 /2,276
mschwimer,i cant believe i am saying this but the stuff i look at says this is a great trade for the wiz. getting rid of rivers is addition by subtraction for the way the wiz are built. kelly is a terrible wiz fit and overrated in general. ariza is a perfect fit for wiz.,261
mschwimer,selling picks for 1 8  weeks and are +1 9 .2 3  units.  all 1  unit picks all against betcris line at time of release. unfortunately pros/books have subscribed and built bots that move lines on release. we will have to stop selling picks very soon as not in best interest of subs.,280
mschwimer,in our 9  month history we have never had a perfect day with over 5  recs until yesterday. 7 -0 ! doesn't come close to making up for the worst week we had in jambos history (last week) but it sure is a start! go to  to learn more about what we do.,248
mschwimer,spoke w rufus on the phone. to clarify he subscribed to jambos during ncaab and saw some of those picks come in. he never unsubscribed but also didnt check the emails when he got them and therefore cant verify our record. he had all the means to verify but did not do so.,271
mschwimer,but the fund has been incredibly successful. first fund was  $ 2 6 m and took 8  months. second fund raised  $ 1 8 2  in 5  weeks. when you are successful people want to invest more. its how life works. knock on wood i have yet to do anything in business unsucessfully.,269
mschwimer,yesterday was  last day of giving our free picks to everyone. today is first day to buy packages. 1  week gets 5 0  recs. cost  $ 2 5 0 . get  $ 3 0 0  (including fee) back if our recs dont beat the market! bringing full transparency and financial accountability to you,269
mschwimer,i dont mind you coming after me for being a bad phillie. by any mathematical standard you would be correct. i wasnt very good. but what we provide for minor league players is the thing i am most proud of in my life. giving a voice to people who have none. please research.,272
mschwimer,exactly! books make money by evening out the line. jim murren (ceo of mgm) is a good friend of mine and we talked about this in person. no book has quants that determine where a line should be. only where a line is to get equal action. they all want to mitigate risk,266
mschwimer,clv is extremely over rated. i know its what everyone in the industry uses but i firmly disagree. if the sports betting market were a fair market i would agree. but its not even close to a fair market because books dont take big action anymore. we use our model edge  % .,271
mschwimer,hahahahahahahaha. all people of the twitterverse please look at this. if you want to see bs in the subscription space look no further. they call us out then when asked to put money where their mouth is they all the sudden are too busy to spend a couple minutes to get it done.,276
mschwimer,yes sir! we believe in what we say and we back it up with our own money. that is the only way to separate the real players vs. the all talk players. i have heard that  is real. but actions speak louder than words. we will see if they believe what they say.,256
mschwimer,our full record can be found on .  as of this moment we have made 2 7 4 7  recommendations and are +2 2 8 .0 7  units.  records are mis leading because we take a lot of dogs.  but it is 1 4 7 4 -1 1 7 5 -9 8 .,209
mschwimer,it happens. certainly not our record. you can check our daily history. i think we had 6  losing days in a row at one point. all about sample size. over 2 6 0 0  recs we are well over 2 0 0  units up. you can check everything for yourself on our website!,253
mschwimer,message to  subscribers. we had f5  under in nats vs. dodgers. also dodgers -1 1 2  for the game. we posted a team total of nats over. we obviously meant under but we will not change the pick because the game started. so if nats tt goes under it will be a loss,260
mschwimer,great news is on  you can do both!  you can track all our public picks and you can see our audited record. up to you which one you want to look at! either way both are great. also will soon add a feature where we score our picks based on pinny lines only!,255
mschwimer,our auditors go over how we score everything. they have procedures to check our scoring to make sure we do not score incorrectly. i want to know how they would score that game. that way we do not have a discrepancy. what we know is from now on we use fanduel scoring rules.,273
mschwimer,in future you should get the facts and information before making those types of comments. signing up is free for everyone. everyone can see what we do. we are the 1 0 0  %  polar opposite of touts. our lines and records are independently verified by a top 1 0  national accounting firm.,286
mschwimer,we release our picks and instantly send an email to our subscribers. our picks include the line and book we got the line from. we grade off the picks when we send them out. imo you should just pick a system and stick with it. just be consistent or the record is unreliable.,273
mschwimer,"yes! you have 2  options.
1 . listen to the jambos podcast which can be found on itunes spotify and google play. 
2 . watch espn show daily wager. less in depth than the podcast due to tv time constraints but still good info. i am usually on 3 -4  days a week.",260
mschwimer,"for my new followers. listen to the 5 min podcast which explains my plan to revolutionize the sports betting industry.  
ncaab season record is 7 9 9 -5 6 7 -2 3  (5 8 .5  % ) (+1 6 7  units nits).  independently verified by a top 1 0  nationally recognized accounting firm.",274
mschwimer,great move by the phillies. we rank realmuto as a top 1 0  player in baseball (rankings include position weighting). for reference we rank him higher than bryce. sixto could be a beast. even if so its a good move by philly. love some of the moves this new front office is making,278
mschwimer,if mlb bans the shift it will be a terrible decision imo. i do agree that the game has problems that need to be fixed. need more balls in play and shorter games. lots of creative solutions available. banning shifts would be like putting a bandaid on that only sticks for 2  minutes,281
mschwimer,not a fan of any of the teams in question. pure math here. georgia should be the 3  seed in the football playoff.  the spread in a clemson/georgia game would be around 3 . instead clemson/notre dame is 1 1 .5 . committee making emotional decisions that are not supported by math imo.,283
mschwimer,"2 /2
will also lead to much faster game.  my estimates have the game being shortened to 2 :3 0  min on average. 

i admit it is a major change and one that has no chance of becoming a reality. however it makes the most logical sense imo when compared to other alternatives.",273
mschwimer,i can promise the answer to that question will become very clear by the end of the year but you are thinking about it to simplistically imo.  bottom line it is not hard to beat the money you would get from betting a good model because the market is extremely illiquid right now.,278
mschwimer,how much would you charge if i made you watch every show?  fwiw i have given 4 2 4  daily wager recommendations and those plays are +4 3 .7 3  units.  and those plays are almost all vs. near closing line at caesars as the show is live from 6 -7 pmet.,250
mschwimer,we dont post good or bad free thursdays. we post all weekly props though. our total prop record in 3  weeks is 1 6 -8 . can verify for yourself. podcasts are short. we are 1 -1  in game of the week. the loss was tweeted about just like the win was.,248
mschwimer,our research indicated that cris over tens of thousands of plays was the best book to use for the market consensus in the us.  we tested several books.  i know its not a us book but the goal was to find that book that provided the best market consensus in the us.,263
mschwimer,1 /3  i appreciate all the jambos feedback. biggest question was the legitimacy of the  $ 1 0 0 0 0  guarantee. we are working with capital one bank to independently verify our total liability and confirm there are enough funds in our bank account to cover all guarantees. eta next week.,287
