screen_name,text,char_length
12Xpert,invert the division and then yes. in your example such bets would win 1 0  %  of the time but you would only get paid as if they were winning 1 4  %  of the time. so here your expected roi would be 1 0 /1 4  = 0 .7 1 . it's the pinny closing odds model that provides the best measure of truth.,293
12Xpert,nba has an outcome points variance of about 1 7 .5  about a bookmaker's line. 0 .5  point equates to about the size of the margin i.e. for example shifting the line from 2 0 0  to 1 9 9 .5  move 5 0  %  overs to 5 1 .1  %  overs.  it's not a lot is it. just can't see your hypothesis standing up.,296
12Xpert,"none of that implies what you're saying is valid.
""since 2 0 0 9  sportradar has recorded 4 1 4 5  sports matches as being manipulated.""
it monitors 3 0 0 0 0 0  sports events per year so let's say that's 2  million in 1 0  years.
4 1 4 5 /2 0 0 0 0 0 0  = 0 .2  % 
go figure.",276
12Xpert,"so with odds of 2 .0 0  you need about 5 5 0  bets to get under 1  % .
with odds of 5  you'd need about 2 1 5 0 .

-2  %  expected yield is the assumed bookmaker's margin. it might be worse i.e. -3  %  or -4  %  or worse depending on what odds you're betting and what bookmaker you're using.",291
12Xpert,sample was same as last week (5 4 6 1 5  odds from 1 8 2 0 5  matches). i do realise that i'm still kind of comparing oranges with lemons really we need either 5 3 8 's odds at closing or we need pinny's odds at the time 5 3 8  publish their predictions. but still it's of some value i think.,292
12Xpert,if they shade more they could increase the expected profit more. for example if the move to 4 8  %  xprofit = 3 .3  %  4 7  %  = 3 .7  %  4 6  %  = 4 .1  % . but there comes a point were punters will notice and the 6 0  %  backing it drops and probably drops considerably destroying expected profit.,299
12Xpert,"pick a random population of opening and losing odds. the average o/c ratio will be about 1 .0 0 0 . then picks samples from that population say 1 0 0  matches. see if you can pick a sample with an average o/c of 1 .0 5 0 .
but do that with results much easier to find roi = 1 0 5  % ",283
12Xpert,"how have you done the test? 1 .6 6  %  for nish seems really weak. i'd have expected much smaller than that. 8 .6  %  versus about -0 ..3  %  over 3 0 0 0  bets.

i've done a t-test using nish's actual profit/losses versus his expected profits/losses (3 1 9 4  bets) and get p = 0 .0 1 4 3  % .",294
12Xpert,(2 /2 ) your sample sizes are just too small meaning 7 /1 0  and 8 /1 0  are likely to contain a lot of luck. hence concluding a 7 5  %  chance for over is not likely to be a valid conclusion. if it was 7 0 /1 0 0  and 8 0 /1 0 0  then it would be more reliable.,262
12Xpert,...bettors are not coins. so i used a normally distributed random number generator to vary 5 7  %  using a standard deviation of 6  %  and counted the number of winners in 3 4  bets repeated 1 0 0 0 0  via a monte carlo. average minimum expected win  %  for a bet in 3 4  bets was about 4 4  % ...,297
12Xpert,preliminary investigations into performance of  soccer ratings against closing  1  times 2  betting market. sample 1 8 1 0 5  league matches from 1 2 /0 8 /1 6  to 1 0 /0 4 /1 9 . 5 3 8 's model finds 2 1 9 1 5  'value' bets. yield is -5 .9 5  %  (blind betting -4 .3 8  % ).,275
12Xpert,sorry nish these public bets are stupid. i know it's about getting skin in the game but as you know most of what happens in betting is luck. i'm not paying anyone for that. at average odds of 3 .3 4  a -2  %  ev betting system has a 3 4  %  chance of being in profit after 1 0 0 0  picks,287
12Xpert,"the gap between data mining and ""live play"" results is smaller for the subset of 4 2  ""pro"" strategies (6  of which are maxi's golden6 ) but only slightly so. data mining: 1 0 4 .3 3 9  picks positive yield of 1 1 5  % . follow up results: 1 2 .0 0 0  picks negative yield of 2 3  % .",284
12Xpert,"incredibly it's true just for draws (which i would always have thought are the hardest to predict) although the effect is not nearly as strong but still hugely significant.
o/c avg ratio of winning draws = 0 .9 9 7 9
o/c avg ratio of losing draws = 0 .9 9 2 9
t = 1 5 .6  p = 1 e-5 4",283
12Xpert,if you see a  $ 1 0 0  bill on the ground don't bother picking it up because it really had been it would have gone by now. if you don't believe in efficiency then the onus is on you to find a better explanation for why it might still be a real  $ 1 0 0  and everyone else has missed it.,286
12Xpert,here's the time series of betting overs to opening and closing lines where there is no margin (i.e. odds = +1 0 0  2 .0 0  or evens). as reported in my article there is a bias against the overs. but it's only weakly significant (1 -tailed t-test p = 0 .0 4 4  2 -tailed p = 0 .0 8 8 .,284
12Xpert,i don't think it really matters since it's a relative skills competition. like tennis. a 2 0 1 0  serena williams would probably beat a 1 9 6 0 s rod laver. but she'd have no hope against the 2 0 1 0  top 1 0 0  men. bettors might get better and better at predicting a line but the same  %  win.,295
12Xpert,luck. this calculator tells you the probability of things than can happen assuming there is no skill present. the precise figure from the calculator is 0 .9 9 9 9 9 1 7 7 7 9 3 1 8 6 1 . given that's almost 1 0 0  %  it would be reasonably to conclude that probably something other than luck is there.,301
12Xpert,1 0 8  1 4 7 s in competition but it looks about 5  years out of date. i'd guess it's nearer 2 0 0  now. 3 1 4  9 -darters in the history of the pdc (4 7  last year). but i'm guessing there are far more darts legs than snooker frames played in professional competition so 9 -darter would be harder,297
12Xpert,i didn't actual say what he has won in betting is down to luck. i would say that almost all of his outcomes reflect luck but his skill ever so slightly balances the good luck over the bad. variance in 1  bet  skill in 1  bet. variance over 1 0 0 0 0  bets  skill over 1 0 0 0 0  bets.,284
12Xpert,median is a better measure of what you should expect to see because the mean is skewed by a few very big banks. here's another the same as before but with stakes 5  %  instead of 2  % . you can see the dangers of betting more than kelly stakes. mean = 2 .7 1  but... median = 0 .7 8 .,284
12Xpert,well i suspect you're going to hurl more insults at me for this. i came up with a little model to vary expected win  %  for each bet. so say the long term expected figure is 5 7  % . i've been assuming every bet is 5 7  % . but now what happens if we vary this as you suggest because...,286
12Xpert,that would be unreasonably high. but remember for 1  times 2  there are three possible opportunities for an arb to arise so in fact the total number of possible opportunities was 3  x 5 0 2 1 0  matches = 1 5 0 6 3 0 . so 1 6 8 6 1  as a proportion is 1 1 .2  % .,263
12Xpert,"lessons in data mining: part 1
here's a wonderful little system i've found. back draws at  closing prices shorter than or equal to 3 .1 0 . since 2 0 1 2  betting main european league football you'd have made 1 0 4 .8  %  roi from 3 5 1 1  bets. p-value = 0 .0 0 0 6 . get in!",276
12Xpert,so in this graphic a bookmaker can shade a line from 5 0  %  win rate to 4 9  %  win rate (within the margin of 2 .5  % ) and if the 6 0  %  backing it (e.g. the favourite or the over) don't notice the shading the book's profit increases from 2 .5  %  theoretical to 2 .9  % .,276
12Xpert,"and to be clear even at this level the ""shading"" is only minimally more than the vig. my woc system found ev 2  %  at bet3 6 5  about 1 5 0 0  times since august 2 0 1 5  so perhaps only in about 5  %  of matches. if they were more generous they would have to ban considerably more customers.",292
12Xpert,cant believe people are going for hole in one. this is a one off luck event 1 2 5 0 0 -1  for the average golfer. 1 4 7  and 9 -darter is a much more complex outcome requiring huge skill to acquire. the number occurring even in professional sports must surely be fewer than 1  in 1 2 5 0 0,289
12Xpert,sadly it's going to be difficult for liverpool to overhaul the record of 1 0 2  since the first 5  games in the current 3 8 -game stretch were all 3 -pointers. they would need to win the next 6  in a row to ensure their loss to man city on 3 rd jan 2 0 1 9  drops out. unlikely.,278
12Xpert,he's still got an account because william hill expect him to hand it all back and more. in the end they expect the variance to kill him. here's just the second run of a simulation with 2 5 0  1 0 -bet parlays odds 2 0  each parlay with +2 0  %  xroi stakes  $ 1 0 0 0 0 .,271
12Xpert,"variable = expected bet win  % s are varied as explained.
fixed = expected bet win  % s are 5 7  %  for every bet.
as expected 1 2  or fewer wins occurs a bit less than 1  %  of the time (1  in 1 1 3  via binomial) for the fixed. but it's just about the same for the variable.",276
12Xpert,in fact if one had randomly bet once for every 1 0 1 8 0  matches (i.e. randomly picking home draw or away) with these closing odds you've have had a 3 .3 2  %  chance of making a profit. that would be 3 3 2  punters in 1 0 0 0 0 . many of them would think themselves sharp.,274
12Xpert,these 1 6 0 0 0 + bets maxi could i have seen them over the past 7  years and bet them or did you just trawl a load of historical data a few months ago until you found a draws system that delivered 1 0  %  roi? if you don't understand the difference then you need to go re-read taleb.,284
12Xpert,"you bet  $ 1 1 0  to win  $ 1 0 0  on both sides. 1  side wins. net loss = - $ 1 0 . turnover =  $ 2 2 0 .  %  loss = 4 .5 5  % 

bookmaker is laying  $ 1 0 0  to win  $ 1 1 0  on both sides. net profit = 5  % ",210
12Xpert,i'm told that because i place the emphasis at this end i ruin peoples dreams. i don't care. i'd rather ruin the dreams of say 1 0  %  of punters who might be put off trying by my negativity (of which 1  %  will make it) than encourage 9 0  %  to believe but see 9 9  %  of them fail.,283
12Xpert,in fact for odds with the margin removed the magnitude of an odds movement is equivalent either way. suppose 2 .0 0  and 2 .0 0  goes to 1 .5 0  and 3 .0 0 . the 1 .5 0  wins the 3 .0 0  loses. winner o/c = 1 .3 3 3  loser o/c = 0 .6 6 7 .,239
12Xpert,or to put it another way version 2 . if 7 0  %  of people back the favourite in a us spread market why do the bookies not bias against this 3 0  to 7 0 . why only 4 8  to 5 2  (if levitt is correct). what would happen if the bookies went to 3 0 -7 0 ?,251
12Xpert,so it's going to be next to impossible to do this. but i suppose to see if messi is an outlier we could stick to players who've scored in excess of 1 0 0  goals. he's on about 6 0 0  so if he's an outlier on a 1 0 0 + distribution then that would be even more ridiculous.,271
12Xpert,as dc has said a performance over 3 0 0 0  does not prove you are winning because of something other than luck. 1  in 2 5  punters betting odds of 4  at pinnacle will show a profit of more than 3  %  after 3 0 0 0  bets. those who write books think it's worth reminding people of this.,285
12Xpert,"depends on odds.
you can guestimate an answer with this:

put -2  %  in expected yield (cell f3 ).
put 8  %  in cell g1 0 .
cell g9  will tell you what the chance is of doing better than 8  %  if you have nothing.
you want this to be certainly less than 1  %  ideally 0 .1  % ",276
12Xpert,but it requires a really extreme distribution of xwin %  to make this happen. if i now randomise the order of those 3 9  %  and 6 4 .5  %  bets i get back to 1  again. so you will really need to come up with an explanation for why there can be long periods of way-below-average xwin % .,286
12Xpert,ok so finally i've managed to create what you see i.e. more 1 2  from 3 4  than binomial would predict. we just need a bigger sample of bets. this time i used 1 4 6  which gives 1 1 3  possible 3 4 -bet sequences. binomial would predict on average we'd see 1  with 1 2  or fewer wins.,284
12Xpert,"why beating the market in us horse racing is so hard:

a typical track ""take"" is 1 7 .5  %  meaning tracks take 1 7 .5  %  of total wagers before distributing funds to winners.

if sportsbooks had a similar ""take"" you would be laying -1 5 4  to win +1 0 0  on a point spread bet.
1 /",283
12Xpert,but energy my arse. they put up a graphic in the 5 th with the kj expended by both players. was about 5 5 0 0  kj. that's about what i would expend riding my bike at 3 0  thousand ph on the flat for 2  hours or what a uci pro in a race would expend in an hour.,260
12Xpert,it's a lot isn't it. but look at it another way. 1  in 1 0 0 0  bettors betting 2 .0 0  with best-in-market bookmakers will be able to show a 5  %  yield after 4 0 0 0  bets simply by chance. you must be clear that this calculator does not tell you the probability that you are skilled.,286
12Xpert,i suspect that once you have the skill the 1 4 7  is easier than the 9 -darter because for a highly skilled player variance (bad luck) would be a bigger factor in throwing darts than cue striking. but for idiots like me i'd be more likely to get lucky with a 9 -darter than a 1 4 7 .,283
12Xpert,"a useful read on the psychology and quantification of losing runs. however i think they've got their maths slightly wrong. 

""a service with a 4 9  %  strike-rate has a 5 0 /5 0  chance of hitting 1 0  losers on the bounce over a 6 5 0  bet period.""

i think it should be 8 5 0 .",279
12Xpert,"it's actually very hard to create skewed distributions where the average is still 0 .5 7  win  % . so i created a non random extreme one:
first 2 4  bets have exp win  %  of 6 4 .5  % 
last 1 0  bets have exp win  %  of 3 9  % 
this fulfils your longer left tail requirement.",275
12Xpert,..although the lowest was 3 1  % . average maximum win  %  for a bet in 3 4  bets was 7 0  %  although the highest was 8 4  % . here are the results tabulated by percentage of time in 1 0 0 0 0  runs the minimum number of wins was fewer than or equal to n.,256
12Xpert,i agree on reflection i thought it was too which is why i deleted it. however i still think all this moaning about a few selecting a new prime minister is at bit over the top. boris is a hypocrite for complaining about it in 2 0 0 7  as are labour now. this is how our system works,281
12Xpert,how did you get 2 9 ? it's 1  infects 2  not 1  infects 1 . it's clear cases and deaths are following a logarithmic not linear growth. anyway the true mortality rate will not be 2  % . i won't be 1  % . it will end up being nearer 0 .1  % . massive under-reporting of cases.,274
12Xpert,"2 7 4 0 1  ratios where opening price is between 1 .9 0   2 .1 0  (so close to 5 0 :5 0 ). 4 9  %  winners 5 1  %  losers.

average winner o/c ratio = 1 .0 0 7 7
average loser o/c ratio = 0 .9 9 3 2

p-value = 1 .4 e-4 8",220
12Xpert,"yes i can do that. although i suspect you'll see more movement at longer odds simply by virtue of the fact that 0 .2 5 /0 .2 0  is bigger than 0 .8 0 /0 .7 5 .
yes i'm assuming odds across the population movement are random. given the large noise to signal ratio i suppose that's fair.",285
12Xpert,levitt suggested that 4 8  %  of nfl spread favourites win and books were exploiting that. what if the books pushed the line so 4 7  %  were winning. then 4 6  %  and 4 5  % . at some point there would be a sudden change in the behaviour of bettors. a non linear response and potential liability,295
12Xpert,of course as i've pointed out it's probably not fair to compare messi to the others like this because he has so many more goals. if there was a large sample of players with 6 0 0  goals then the sd would be much smaller than this. so maybe he is a genius. intuition will say he is.,281
12Xpert,presumably at 7 8  (or 8 0  if they win the undeclared seat) it is. if it isn't then that would destroy the party. no deal is not wanted by the british people. brexit won 2  % . they didn't even get close to a million votes. if the erg still stand for that they have no mandate.,278
12Xpert,you have an average bet odds to closing odds ratio of 1 .0 1 0 7  in the 2 1 9 0  bets where you have closing odds. that's not enough to overcome their margin so you won't have +ev over the fair (margin removed) closing odds. if clvh is correct you don't hold long term expected profit.,286
12Xpert,friday to sunday's 5 7  woc matches showed a loss of -3 2 .9  %  compared to an expectation of +3 .8 7  % . monte carlo says only 3  %  of these will be worse. if anyone doubts the influence of short-term variance on real world outcomes here's the 1 0 0 -bet running average time series.,287
12Xpert,as for the economic pain of wto rules obviously hard brexit would hurt (for n years n unknown). but my point is that you don't have to be in the eu to get rid of tariffs. the uk can have no tariffs with all countries it trades with if it wants. it doesn't need the eu for that.,277
12Xpert,combining the records gives p-value = 0 .0 0 8 . but really we should apply a bonferroni correction so alpha = 0 .0 0 5  hence no significance. if we take alpha as 0 .0 5 /0 .0 2 5  then the significance is weak at best and still non existent for the spreads on their own.,272
12Xpert,actually this is nonsense. i'll give you my data set and you see if you can randomly subdivide the population into two samples with one sample exactly twice the size of the other and get anything close to these figures. i tried 1 0  times and got this (population avg = 0 .9 9 8 3 2 ).,285
12Xpert,thats not what i inferred. he said if i find clv so from that i took to mean he knows what his expected value is. then its a question of how long bad luck can go against you. if on the other hand the question is how long does it take to find clv answer is much less.,266
12Xpert,i would defend it regardless. i've always loved gambling ever since i played a kiddy fruit machine at a local fair when i was 1 4  and the prizes were 1 p 2 p and 3 p. for me it's about the thrill of outsmarting the opposition to win with wits as i admitted to in my book.,272
12Xpert,norwich winning at home had a big impact. that that out and the total homes is -2 4 .6 2 . wolves beating man city impacted the aways significantly (price 2 1 .9 4 ). in total 8  away wins with prices more than 8 . take those out and aways would be -4 5 .9 1,258
12Xpert,ok so would be useful to know what the standard deviation of the distribution is. if we assume average is 1 .0 0  then if the sd is 0 .0 5  messi would be a 4  sigma outlier. but if it's 0 .1  then no so unusual. problem will be that different players have different goals totals.,280
12Xpert,if a paper doesn't agree with his politics a free press is allowed to criticise them. if more papers than not don't agree with his politics that's not a reason to invent a conspiracy and claim foul play. the same press existed between 1 9 9 7  and 2 0 0 8 . blair did just fine.,278
12Xpert,indeed. the first mourinho chelsea was truly impressive points-wise. 2 1  consecutive games with a 3 8 -points total of 9 7  or more. liverpool are currently only at 1 7 . man city beat them both with 2 5  consecutive games at 9 8  or more and 1 3  consecutive with 1 0 0  or more.,281
12Xpert,so you have to increase the sample size to go looking for it. but at the other extreme with the whole population of odds everything is perfectly efficient e.g. average probability of 1  times 2  is 3 3 .3 3 3  %  and outcomes actually happen 3 3 .3 3 3  %  of the time (on average).,282
12Xpert,actually had my maths wrong. with a 5 0  %  win probability 1 2  from 3 4  or worse is 1  in 1 6 . with a 5 6  %  win probability (9  %  roi from 1 .9 5  odds) it would be 1  in 8 2 . so really no idea what you are doing here.,226
12Xpert,using poisson leads to a systematic underestimation of draw probabilities (average -2  %  max is -4  %  in the bundesliga) with p-value0 .0 0 1 . poisson can lead to very high px %  compared to odds but still boomakers estimate that in about 1 2  %  of matches px3 0  %  compared to poisson 6  % ,296
12Xpert,(2 /2 ). the unskilled bettor (-2  % ) finished with a bankroll higher than the skilled bettor (+2  % ) 2 6 .1 6  %  of the time. the unskilled bettor's best best bankroll 2 4 8 .4 4  beat 9 9 .1 5  %  of the 1 0 0 0 0  skilled bettor's finishing bankrolls.,257
12Xpert,"i simply chose a past date to look at. i could have chosen any but i chose february 2 0 1 5 . it was a random choice. i have no intention of doing this again to make this look better for your argument.
""on our main site""
so is this an admission you actually represent betrush?",276
12Xpert,you must have more than one link to different results then. i could have 1 0 0  links to 1 0 0  different sets of results and 2 5  of them would be better than the picture i just posted. i could should boom for those 2 5  and say nothing about the other 7 5 .,259
12Xpert,sorry to confuse you. no it's showing pinnacle's price as sharp and 5 3 8 's implied prices as erroneous. for example if pinny have 2  and 5 3 8  have 2 .2  your expected value is 2 .2 /2  = 1 0  % . over many matches you win about 1 0  %  profit over turnover.,261
12Xpert,"sorry i forgot you sent me the data. had a look now p-value = 0 .0 0 0 2 .
i still won't be convinced yet. there are other reasons why pinnacle might not be responding to you leaving aside arguments like they don't respond to sharps. you go via a broker maybe they don't know you.",280
12Xpert,but isn't that the problem? we don't know what the true single event probability is. an expected average of 5 0  %  from 2  events could see one winner one loser but we don't know if the true probability of those events wasn't 0  %  and 1 0 0  % . hence true objective measure is tricky.,287
12Xpert,yes indeed. but couldn't i say forget 5 3 8  look at pinny instead. ok they have to do a bit more maths to remove the margin. pinny could do that for us in fact they do although they don't do it properly for the public because they don't want to reveal how they really do it.,275
12Xpert,i just checked again. five big leagues 5 .2 2 3  matches from 1 2 -0 8 -1 6  to 0 9 -0 4 -1 9  with calculated probabilities from 5 3 8  and pinnacle closing odds from . value betting based on 5 3 8  probabilities would have produced a negative yield of 8 .3  % ,262
12Xpert,"same system now from december 2 0 1 5  to march 2 0 1 9 . 9 2 .8  %  roi from 2 2 3 4  bets p-value = don't be a schmuck and believe everything you see has a reason for being so. 
learn what regression to the mean is and don't  be fooled by randomness.",252
12Xpert,you're asking all wrong questions. it's not a question of the relative  %  of skill and luck. it's a question of how long does it take for skill to dominate. betting is a low validity environment. in 1  bet luck is almost all of it. in 1 0 0 0  bets it's still a lot of it.,273
12Xpert,oh i've noticed. but ireland is still the tax haven that it has been for a long time and no one has stopped them. eventually it will go like this: the eu gets tough and tells the irish what to do. they will either do it and fuck their economy or they won't and will face expulsion,280
12Xpert,"you're quite right so i apologise.
favourites average o/c = 1 .0 0 6 3 6
underdogs average o/c = 0 .9 9 3 4 0
t-test p-value = 1 .5 e-2 3 7

but isn't the explanation basically the same? favourites are opening on average nearly 1  %  too long and shorten. most winners are favourites.",284
12Xpert,i mean the other 5 0  % . if the winner to loser ratio was 1 :2  winners just wouldnt be able to win as much because the losers would stop playing. the 1 :1 0 0  ratio or smaller is just going to be the natural equilibrium of this kind of competition. its just like evolution.,276
12Xpert,"it might. it might also lead to job losses.

the problem with labour's tax policy is that it's at the mercy of high variance. 1  %  of the nation contributes 1 2 .5  %  of income tax. if just a few of those get annoyed the tax take is dramatically affected. then you need other sources.",286
12Xpert,"yeah i would too. 
the tipsters' book is basically a grind for two-thirds of it 2 5 0  stories of tipsters who are now almost all gone. you wouldn't have to read all of them just a few to get a flavour. the reason i put them all in was to avoid giving a biased view.",266
12Xpert,but think you understand small sample size and variance. here's what could have happened. i ran a monte carlo and got this out put on about the 3 5 th attempt. that would still be within the bounds of the model just rather unlucky. 9 0 0 0  bets and a loss from a winning system.,279
12Xpert,i'll briefly qualify this. if you toss coins in the financial markets you can expect to cover inflation and perhaps get an added 1  or 2  %  on top relative to a bank long term. if you toss coins in a sports market long term you can expect to lose your shirt house job and family.,280
